300101930, Barry Smith, 013300101930, barry@aol.com, 2016-11-23 08:36:20.251793
300100005, Mary Lamy, 013300100005, mary@aol.com, 2016-11-23 08:36:20.271083
300100778, Alicia Carey, 013300100778, alicia@aol.com, 2016-11-23 08:36:20.271720
300100103, Robert Vacca, 013300100103, robert@aol.com, 2016-11-23 08:36:20.280905
300100950, James Marquez, 013300100950, james@aol.com, 2016-11-23 08:36:20.281344
300100745, William Davenport, 013300100745, william@aol.com, 2016-11-23 08:36:20.281740
300100046, Bonnie Hand, 013300100046, bonnie@aol.com, 2016-11-23 08:36:20.282849
300100498, Gene Mason, 013300100498, gene@aol.com, 2016-11-23 08:36:20.283126
300100444, Michael Serrano, 013300100444, michael@aol.com, 2016-11-23 08:36:20.283616
300101097, Anna Houston, 013300101097, anna@aol.com, 2016-11-23 08:36:20.283992
300101009, Thomas Duncan, 013300101009, thomas@aol.com, 2016-11-23 08:36:20.284164
300101677, Sergio Browne, 013300101677, sergio@aol.com, 2016-11-23 08:36:20.285930
300100279, Kristie Herandez, 013300100279, kristie@aol.com, 2016-11-23 08:36:20.302115
300101535, Ronald Almanza, 013300101535, ronald@aol.com, 2016-11-23 08:36:20.304716
300101736, Norman Smith, 013300101736, norman@aol.com, 2016-11-23 08:36:20.304841
300100627, Anna Ragland, 013300100627, anna@aol.com, 2016-11-23 08:36:20.306101
300100352, Vickie Crigger, 013300100352, vickie@aol.com, 2016-11-23 08:36:20.313452
300101090, David Crandall, 013300101090, david@aol.com, 2016-11-23 08:36:20.314777
300100795, Rhonda Killian, 013300100795, rhonda@aol.com, 2016-11-23 08:36:20.316427
300100473, Stephanie Shockley, 013300100473, stephanie@aol.com, 2016-11-23 08:36:20.317921
300100005, Michael Ceraos, 013300100005, michael@aol.com, 2016-11-23 08:36:20.374796
300101238, Sandra Muresan, 013300101238, sandra@aol.com, 2016-11-23 08:36:20.411202
300100237, Scott Fleming, 013300100237, scott@aol.com, 2016-11-23 08:36:20.411490
300100122, Robert Huseby, 013300100122, robert@aol.com, 2016-11-23 08:36:20.421669
300100756, Herbert Walker, 013300100756, herbert@aol.com, 2016-11-23 08:36:20.421833
300100118, Ella Bosch, 013300100118, ella@aol.com, 2016-11-23 08:36:20.426378
300101093, Barry Doiron, 013300101093, barry@aol.com, 2016-11-23 08:36:20.433027
300100877, Victor Castle, 013300100877, victor@aol.com, 2016-11-23 08:36:20.434098
300101865, John Wingate, 013300101865, john@aol.com, 2016-11-23 08:36:20.436698
300100628, Keith Yielding, 013300100628, keith@aol.com, 2016-11-23 08:36:20.461486
300101874, Andrew Allen, 013300101874, andrew@aol.com, 2016-11-23 08:36:20.461607
300101538, Joseph Brooks, 013300101538, joseph@aol.com, 2016-11-23 08:36:20.461709
300100486, Marion Rakel, 013300100486, marion@aol.com, 2016-11-23 08:36:20.502216
300100088, Minta Keys, 013300100088, minta@aol.com, 2016-11-23 08:36:20.508539
300101466, Patricia Rosa, 013300101466, patricia@aol.com, 2016-11-23 08:36:20.509304
300100886, Anthony Hill, 013300100886, anthony@aol.com, 2016-11-23 08:36:20.509406
300100093, Joyce Rea, 013300100093, joyce@aol.com, 2016-11-23 08:36:20.511577
300101174, Hubert Fitzpatrick, 013300101174, hubert@aol.com, 2016-11-23 08:36:20.512586
300100134, Benjamin Prewitt, 013300100134, benjamin@aol.com, 2016-11-23 08:36:20.514808
300100023, Lisa Vargas, 013300100023, lisa@aol.com, 2016-11-23 08:36:20.515056
300101488, Harold Wetmore, 013300101488, harold@aol.com, 2016-11-23 08:36:20.519929
300100814, Jack Anderson, 013300100814, jack@aol.com, 2016-11-23 08:36:20.520017
300100643, Geralyn Hallmark, 013300100643, geralyn@aol.com, 2016-11-23 08:36:20.525895
300101553, Patricia Hazen, 013300101553, patricia@aol.com, 2016-11-23 08:36:20.529269
300101222, Dedra Cross, 013300101222, dedra@aol.com, 2016-11-23 08:36:20.530693
300100512, Peter Wilks, 013300100512, peter@aol.com, 2016-11-23 08:36:20.532604
300100189, Christopher Brimer, 013300100189, christopher@aol.com, 2016-11-23 08:36:20.543014
300100920, Mike Troyer, 013300100920, mike@aol.com, 2016-11-23 08:36:20.548652
300101567, James Greenlee, 013300101567, james@aol.com, 2016-11-23 08:36:20.551349
300100635, Carmen Martinez, 013300100635, carmen@aol.com, 2016-11-23 08:36:20.551499
300101935, Robert Williams, 013300101935, robert@aol.com, 2016-11-23 08:36:20.551583
300101733, Bryan Scaife, 013300101733, bryan@aol.com, 2016-11-23 08:36:20.558182
300101989, Luis Gerhart, 013300101989, luis@aol.com, 2016-11-23 08:36:20.564144
300101445, Esther Fox, 013300101445, esther@aol.com, 2016-11-23 08:36:20.564396
300100530, Frank Mitchell, 013300100530, frank@aol.com, 2016-11-23 08:36:20.564485
300101767, Heather Buchauer, 013300101767, heather@aol.com, 2016-11-23 08:36:20.607554
300100328, Van Hall, 013300100328, van@aol.com, 2016-11-23 08:36:20.607989
300100482, Gerald Trotz, 013300100482, gerald@aol.com, 2016-11-23 08:36:20.659496
300101033, Jimmie Nguyen, 013300101033, jimmie@aol.com, 2016-11-23 08:36:20.659910
300100648, Joyce Yarbrough, 013300100648, joyce@aol.com, 2016-11-23 08:36:20.660675
300100384, Cindy Riddle, 013300100384, cindy@aol.com, 2016-11-23 08:36:20.661369
300101803, Jill Houser, 013300101803, jill@aol.com, 2016-11-23 08:36:20.662477
300100130, Jennifer Gage, 013300100130, jennifer@aol.com, 2016-11-23 08:36:20.663863
300101265, Ronald Williams, 013300101265, ronald@aol.com, 2016-11-23 08:36:20.663940
300100032, Kenneth Barron, 013300100032, kenneth@aol.com, 2016-11-23 08:36:20.664468
300101467, Michele Saunders, 013300101467, michele@aol.com, 2016-11-23 08:36:20.664890
300101437, Nicole Ballard, 013300101437, nicole@aol.com, 2016-11-23 08:36:20.665261
